物件名,所在地,家賃,面積,坪数,飲食可否,掲載サイト,詳細URL,住所取得可否,latitude,longitude,家賃数値,面積数値,坪数数値,家賃_円,面積_㎡_補正,坪数_補正,立地区分,店舗規模,物件タイプ推定,階数判定,駐車場判定,坪単価,事業成立パターン,不足理由,推奨カフェモデル,推定席数,原価率,人件費率,利益率,想定客単価,その他固定費,月間固定費,必要月商,必要日商_26日営業,必要月間客数,必要日客数_26日営業,初期投資下限,初期投資上限,初期投資中央値,事業成立性スコア,評価点,評価ランク,評価コメント,ダッシュボード表示コメント
貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,16.5 万円,116.86㎡,35.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/,取得済み,34.3178937,133.8417036,16.5,116.86,35.34,165000.0,116.86,35.34,中心街,大型,店舗系,不明,不明,4669.0,中心街・高回転型,,中心街高回転型カフェ,32,0.3,0.25,0.1,1000,250000.0,415000.0,1185714.0,45604.0,1186.0,46.0,10602000,24738000,17670000,55,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高回転型。必要月商1,185,714円、必要日客数46人が目安。"
貸店舗・事務所(一部) 下田井町貸店舗事務所 1階,香川県高松市下田井町,16.5 万円,105.56㎡,31.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68f1b59cc430a27e9e0ec70f/,取得済み,34.293847,134.0928756,16.5,105.56,31.93,165000.0,105.56,31.93,不明,中規模,店舗系,1階・路面想定,不明,5168.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,29,0.28,0.23,0.1,900,160000.0,325000.0,833333.0,32051.0,926.0,36.0,7982500,19158000,13570250,73,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
貸店舗（一部） 錦町１丁目　小川マンション１階店舗 1階,香川県高松市錦町１丁目,16.5 万円,68.00㎡,20.56坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-699d42258f9bb7ed6b2b1bdd/,取得済み,34.3475208,134.044579,16.5,68.0,20.56,165000.0,68.0,20.56,不明,中規模,店舗系,1階・路面想定,不明,8025.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,19,0.28,0.23,0.1,900,160000.0,325000.0,833333.0,32051.0,926.0,36.0,5140000,12336000,8738000,73,73,B,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可 / 1階・路面想定,"低固定費・小商圏型。必要月商833,333円、必要日客数36人が目安。"
貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,16.5 万円,65.91㎡,19.93坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/,取得済み,34.3425721,134.0518077,16.5,65.91,19.93,165000.0,65.91,19.93,中心街,小規模,店舗系,上階・地下想定,不明,8279.0,中心街・高回転型,,中心街高回転型カフェ,18,0.3,0.25,0.1,1000,100000.0,265000.0,757143.0,29121.0,757.0,29.0,5979000,13951000,9965000,77,77,B,必要月商80万円以下 / 必要日客数35人以下 / 初期投資1500万円以下 / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商757,143円、必要日客数29人が目安。"
貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,17 万円,132.48㎡,40.07坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/,取得済み,34.241395,134.104442,17.0,132.48,40.07,170000.0,132.48,40.07,郊外,大型,店舗系,不明,不明,4243.0,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,44,0.32,0.27,0.1,1100,250000.0,420000.0,1354839.0,52109.0,1232.0,47.0,12021000,30052500,21036750,50,50,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,354,839円、必要日客数47人が目安。"
貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,22 万円,116.86㎡,35.34坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/,取得済み,34.3178937,133.8417036,22.0,116.86,35.34,220000.0,116.86,35.34,中心街,大型,店舗系,上階・地下想定,不明,6225.0,中心街・高回転型,,中心街高回転型カフェ,32,0.3,0.25,0.1,1000,250000.0,470000.0,1342857.0,51648.0,1343.0,52.0,10602000,24738000,17670000,47,47,D,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 上階・地下で集客難度あり,"中心街・高回転型。必要月商1,342,857円、必要日客数52人が目安。"
貸店舗（一部） じゃこ丸ビル ５階　南,香川県高松市西の丸町,22 万円,92.00㎡,27.82坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-681acd9ced5168205e52f3c4/,取得済み,34.3488268,134.0484856,22.0,92.0,27.82,220000.0,92.0,27.82,不明,中規模,店舗系,不明,不明,7908.0,低固定費・小商圏型,,小規模カフェ・テイクアウト併設,25,0.28,0.23,0.1,900,160000.0,380000.0,974359.0,37475.0,1083.0,42.0,6955000,16692000,11823500,65,65,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資1500万円以下 / 飲食可,"低固定費・小商圏型。必要月商974,359円、必要日客数42人が目安。"
貸店舗・事務所(一部) パールコート 1階,香川県高松市百間町,22 万円,124.58㎡,37.68坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-69e1f4f32b1cfe70dd417739/,取得済み,34.3451724,134.0528471,22.0,124.58,37.68,220000.0,124.58,37.68,中心街,大型,店舗系,1階・路面想定,不明,5839.0,中心街・高回転型,,中心街高回転型カフェ,34,0.3,0.25,0.1,1000,250000.0,470000.0,1342857.0,51648.0,1343.0,52.0,11304000,26376000,18840000,63,63,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 1階・路面想定,"中心街・高回転型。必要月商1,342,857円、必要日客数52人が目安。"
貸店舗（一部） 高松市 百間町 (瓦町駅) の貸店舗（一部）,香川県高松市百間町,22 万円,124.58㎡,37.68坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68959441674fe57902cecc97/,取得済み,34.3451724,134.0528471,22.0,124.58,37.68,220000.0,124.58,37.68,中心街,大型,店舗系,不明,不明,5839.0,中心街・高回転型,,中心街高回転型カフェ,34,0.3,0.25,0.1,1000,250000.0,470000.0,1342857.0,51648.0,1343.0,52.0,11304000,26376000,18840000,55,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高回転型。必要月商1,342,857円、必要日客数52人が目安。"
貸店舗（一括） 高松市 六条町 (水田駅) の貸店舗（一括）,香川県高松市六条町,25 万円,182.38㎡,55.16坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-58bf9517e5a69c0e2c12e0ed/,未取得,,,25.0,182.38,55.16,250000.0,182.38,55.16,郊外,大型,店舗系,不明,不明,4532.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,66,0.33,0.28,0.1,1150,250000.0,500000.0,1724138.0,66313.0,1499.0,58.0,16548000,41370000,28959000,20,20,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資が重い / 飲食可 / 郊外で駐車場確認必要 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商1,724,138円、必要日客数58人が目安。"
貸店舗（一部） 高松市 鍛冶屋町 (瓦町駅) の貸店舗（一部）,香川県高松市鍛冶屋町,26.4 万円,124.23㎡,37.57坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-59d30e12e5a69c6ccf3e274c/,取得済み,34.3428604,134.0487343,26.4,124.23,37.57,264000.0,124.23,37.57,中心街,大型,店舗系,不明,不明,7027.0,中心街・高回転型,,中心街高回転型カフェ,34,0.3,0.25,0.1,1000,250000.0,514000.0,1468571.0,56484.0,1469.0,56.0,11271000,26299000,18785000,55,55,C,必要月商150万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可,"中心街・高回転型。必要月商1,468,571円、必要日客数56人が目安。"
貸店舗・事務所(一部) 高松市 国分寺町福家 (挿頭丘駅) の貸店舗・事務所(一部),香川県高松市国分寺町福家,33 万円,108.27㎡,32.75坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-68955a821363053550874c30/,取得済み,34.2790659,133.972223,33.0,108.27,32.75,330000.0,108.27,32.75,郊外,中規模,店舗系,不明,不明,10076.0,郊外・駐車場依存型,,郊外滞在・ランチ需要型カフェ,36,0.32,0.27,0.1,1100,165000.0,495000.0,1596774.0,61414.0,1452.0,56.0,9825000,24562500,17193750,40,40,D,必要月商250万円以下 / 必要日客数60人以下 / 初期投資は重め / 飲食可 / 郊外で駐車場確認必要,"郊外・駐車場依存型。必要月商1,596,774円、必要日客数56人が目安。"
貸店舗（一部） ガーデンコート高松 2F,香川県高松市大工町,33 万円,199.51㎡,60.35坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-63e7433dd93d1c3663901541/,取得済み,34.2609473,134.034365,33.0,199.51,60.35,330000.0,199.51,60.35,中心街,大型,店舗系,上階・地下想定,不明,5468.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,72,0.33,0.28,0.1,1150,250000.0,580000.0,2000000.0,76923.0,1739.0,67.0,18105000,45262500,31683750,7,7,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資が重い / 飲食可 / 上階・地下で集客難度あり / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,000,000円、必要日客数67人が目安。"
貸店舗（一部） カーラビル １F,香川県高松市瓦町２丁目,49.5 万円,124.54㎡,37.67坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055700b417/,取得済み,34.3400205,134.0501426,49.5,124.54,37.67,495000.0,124.54,37.67,中心街,大型,店舗系,1階・路面想定,不明,13140.0,中心街・高回転型,,中心街高回転型カフェ,34,0.3,0.25,0.1,1000,272250.0,767250.0,2192143.0,84313.0,2192.0,84.0,11301000,26369000,18835000,33,33,D,必要月商250万円以下 / 必要日客数90人以下 / 初期投資は重め / 飲食可 / 1階・路面想定 / 中心街でも回転数ハードル高め,"中心街・高回転型。必要月商2,192,143円、必要日客数84人が目安。"
貸店舗（一部） ソレイユ第一ビル 202,香川県高松市亀井町,53.96 万円,324.36㎡,98.11坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-555897fe42494105814fab17/,取得済み,34.3400205,134.0501426,53.96,324.36,98.11,539600.0,324.36,98.11,中心街,大型,店舗系,不明,不明,5500.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,118,0.33,0.28,0.1,1150,296780.0,836380.0,2884069.0,110926.0,2508.0,96.0,29433000,73582500,51507750,0,0,D,必要月商400万円以下 / 多客数が必須 / 初期投資が重い / 飲食可 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商2,884,069円、必要日客数96人が目安。"
貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,220 万円,"1,038.74㎡",314.21坪,可,エムクレア,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/,取得済み,34.3178937,133.8417036,220.0,1038.74,314.21,2200000.0,1038.74,314.21,中心街,大型,店舗系,1階・路面想定,不明,7002.0,大型投資・高売上必須型,,大型滞在・複合目的型カフェ,377,0.33,0.28,0.1,1150,1210000.0,3410000.0,11758621.0,452255.0,10225.0,393.0,94263000,235657500,164960250,0,0,D,高売上必須 / 多客数が必須 / 初期投資が重い / 飲食可 / 1階・路面想定 / 大型投資型のため慎重判断,"大型投資・高売上必須型。必要月商11,758,621円、必要日客数393人が目安。"
高松市 賃貸店舗・事務所,高松市百間町9-13,22.00万円～,-,(坪単価：0.58万円),可,テナントショップ,https://www.tenant-shop.jp/detail/e-527623/,取得済み,34.3451724,134.0528471,22.0,,0.58,220000.0,,0.58,中心街,極小,店舗系,不明,不明,379310.0,中心街・高単価型,,中心街高単価・目的来店型カフェ,6,0.32,0.26,0.1,1300,99000.0,319000.0,996875.0,38341.0,767.0,29.0,174000,406000,290000,90,90,A,必要月商150万円以下 / 必要日客数35人以下 / 初期投資800万円以下 / 飲食可 / 小規模高単価モデル向き,"中心街・高単価型。必要月商996,875円、必要日客数29人が目安。"
