判定,代表index,重複index,代表物件名,重複物件名,代表所在地,重複所在地,代表家賃,重複家賃,代表坪数,重複坪数,代表サイト,重複サイト,代表URL,重複URL
要確認候補,72,128,クイーンズスクエア第２ 5-B,向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,19.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/
要確認候補,72,135,クイーンズスクエア第２ 5-B,京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,22万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,72,161,クイーンズスクエア第２ 5-B,ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,220万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,72,175,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ビル 5－D,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,3.3 万円,,5.73,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977c42494231d07c6e16/
要確認候補,72,177,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ビル 3-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,4.4 万円,,6.79,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f3b317/
要確認候補,72,180,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ビル 5-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,5 万円,,8.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f7b317/
要確認候補,72,181,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ビル 3-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,5.28 万円,,7.47,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-555b55d54249423b71542600/
要確認候補,72,182,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ 7-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,5.5 万円,,9.54,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f8b317/
要確認候補,72,183,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエアービル第２ 6-C,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,5.5 万円,,8.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5c34354ad032a77cf332d8cd/
要確認候補,72,186,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエア第２ 5-B,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,6.05 万円,,9.77,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d4249410557f6b317/
要確認候補,72,190,クイーンズスクエア第２ 5-B,貸店舗（一部） クイーンズスクエアービル第２ 7-A,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,7.7 万円,,12.55,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/
要確認候補,72,199,クイーンズスクエア第２ 5-B,貸店舗（一部） 京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,16.5 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,72,204,クイーンズスクエア第２ 5-B,貸店舗（一部） 京都興産ビル 3F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,22 万円,,35.34,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-5b432f98d032a70dc813f561/
要確認候補,72,214,クイーンズスクエア第２ 5-B,貸店舗（一部） ＷｅＢａｓｅ高松 B1-1F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,6.05万円,220 万円,,314.21,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d4249410557f6b317/,https://www.mcrea.jp/kasi-tenpo/detail-6968a44f2c4b41c3593e8b9c/
要確認候補,73,144,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 １Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,6.05万円,26.0656万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682559e2990e3375d4f1d836/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68d9f87b7f54e611de549e33/
要確認候補,73,153,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ５Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,6.05万円,33.1485万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682559e2990e3375d4f1d836/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e65d5a95dbcb/
要確認候補,73,154,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ２０３,ＣＵＢＥ高松　旧共栄火災海上保険株式会社高松支社 ４Ｆ,香川県高松市塩屋町,香川県高松市塩屋町,6.05万円,33.1485万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-682559e2990e3375d4f1d836/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-678dbd617f54e665070e0af6/
要確認候補,74,187,松本ビル 1階,貸店舗（一部） 松本ビル 1階,香川県高松市室新町,香川県高松市室新町,6.2万円,6.2 万円,,9.46,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/,https://www.mcrea.jp/kasi-tenpo/detail-69522eecc37dc1729e1f21f0/
要確認候補,75,96,クリエイトビル 302,クリエイトビル 4Ｆ,香川県高松市塩上町３丁目,香川県高松市塩上町３丁目,6.6万円,9.9万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66f21d9b20276410821020d6/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5ff50ad7298a4d3b7e2e7212/
要確認候補,77,83,ＷＩＮＤ 202,ＷＩＮＤ 003,香川県高松市古新町,香川県高松市古新町,6.6万円,7.1874万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-670378fdb15c5738c792975c/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-68bfbbd36240320783c534cc/
要確認候補,78,108,高松市 屋島西町 (潟元駅) の貸店舗（一部）,高松市 屋島西町 (屋島駅) の貸店舗・事務所(一部),香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,13万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-555897844249423ff8c68216/
要確認候補,78,112,高松市 屋島西町 (潟元駅) の貸店舗（一部）,西村ジョイ屋島店　１階北ＥＶ前 1階,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,14.971万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67330cb3c7b82905187c793b/
要確認候補,78,126,高松市 屋島西町 (潟元駅) の貸店舗（一部）,高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,17万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,78,157,高松市 屋島西町 (潟元駅) の貸店舗（一部）,西村ジョイ屋島店　１階テナント　Ｃ区画 1階,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,51.4272万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-680f3150c8d81631e329df64/
要確認候補,78,162,高松市 屋島西町 (潟元駅) の貸店舗（一部）,西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,262.7571万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-673304b1b1a9b138a07f12fd/
要確認候補,78,169,高松市 屋島西町 (潟元駅) の貸店舗（一部）,貸店舗（一部） 西村ジョイ屋島店　２階北 2階,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,262.7571 万円,,823.69,高松ハウジングサービス,植村不動産,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.uemura-re.jp/kasi-tenpo/detail-6807684dece7cc2832b157bb/
要確認候補,78,203,高松市 屋島西町 (潟元駅) の貸店舗（一部）,貸店舗（一括） 高松市 屋島西町 (春日川駅) の貸店舗（一括）,香川県高松市屋島西町,香川県高松市屋島西町,6.6万円,17 万円,,40.07,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-674bc7812895ed45f90dfeb2/,https://www.mcrea.jp/kasi-tenpo/detail-67ba76203e48c91c26797ad3/
要確認候補,79,101,高松市 香川町川東下 の貸店舗（一部）,高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,香川県高松市香川町川東下,7万円,11万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66c6b7940b0aca787b54d3a7/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-63e5b0fba4cf3a687b612ebf/
要確認候補,79,163,高松市 香川町川東下 の貸店舗（一部）,高松市 香川町川東下 の貸店舗（一部）,香川県高松市香川町川東下,香川県高松市香川町川東下,7万円,7 万円,,19.57,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-66c6b7940b0aca787b54d3a7/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66cd2b560b0aca0019518799/
要確認候補,82,97,小林店舗 １階　東,ヘンミビル 205,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,9.9万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-6a0e8e5ee5469042fbdbf228/
要確認候補,82,104,小林店舗 １階　東,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,11万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,82,125,小林店舗 １階　東,シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,82,165,小林店舗 １階　東,ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,11 万円,,12.72,高松ハウジングサービス,瀬戸内ブルースカイ,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.setouchibluesky.jp/kasi-tenpo/detail-66f2a1cb01c9da32355dd689/
要確認候補,82,188,小林店舗 １階　東,貸店舗（一部） 小林店舗 １階　東,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,7.15 万円,,5.71,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.mcrea.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/
要確認候補,82,193,小林店舗 １階　東,貸店舗（一部） ソリッド 4D,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,11 万円,,12.72,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.mcrea.jp/kasi-tenpo/detail-60236530f54ec10a84ccca1f/
要確認候補,82,202,小林店舗 １階　東,貸店舗（一部） シャトー古馬場　２階 2階,香川県高松市古馬場町,香川県高松市古馬場町,7.15万円,16.5 万円,,19.93,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5fc8918dcab5463d5a2e7e1a/,https://www.mcrea.jp/kasi-tenpo/detail-5558977d424941055706b417/
要確認候補,85,110,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,香川県高松市片原町,7.7万円,13.2万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/
要確認候補,85,189,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北東 （２０１）,香川県高松市片原町,香川県高松市片原町,7.7万円,7.7 万円,,12.09,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,https://www.mcrea.jp/kasi-tenpo/detail-684fade320d8493430490ebe/
要確認候補,85,195,ＡＫビル片原町Ⅱ　２階　北東 （２０１）,貸店舗（一部） ＡＫビル片原町Ⅱ　２階　北西 （２０２号）,香川県高松市片原町,香川県高松市片原町,7.7万円,13.2 万円,,21.01,高松ハウジングサービス,エムクレア,https://www.takamatsuhousing.jp/kasi-tenpo/detail-684fade320d8493430490ebe/,https://www.mcrea.jp/kasi-tenpo/detail-684a89ea243a5b1d0deb1257/
要確認候補,86,121,クイーンズスクエアービル第２ 7-A,京都興産ビル ５F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,7.7万円,16.5万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5b433431e5a69c481006210e/
要確認候補,86,128,クイーンズスクエアービル第２ 7-A,向山ビル２Ｆ 2F,香川県高松市瓦町１丁目,香川県高松市瓦町１丁目,7.7万円,19.8万円,,,高松ハウジングサービス,高松ハウジングサービス,https://www.takamatsuhousing.jp/kasi-tenpo/detail-5a5c0b969732ec2c56db5cf7/,https://www.takamatsuhousing.jp/kasi-tenpo/detail-56d5429b9732ec2933001454/
